date,direction,entry_time,exit_time,entry_px,exit_px,pts,lot_size,pnl,exit_reason
2021-06-18,SHORT,09:50,12:30,15647.8,15576.2,71.6,50,3580.0,SIGNAL_FLIP
2021-06-18,LONG,12:35,15:10,15574.8,15683.3,108.5,50,5425.0,TIME_EXIT
2021-06-21,LONG,10:45,11:10,15629.0,15602.8,-26.2,50,-1310.0,SIGNAL_FLIP
2021-06-21,SHORT,11:15,11:40,15603.0,15615.2,-12.2,50,-610.0,SIGNAL_FLIP
2021-06-21,LONG,11:45,12:15,15614.9,15601.2,-13.7,50,-685.0,SIGNAL_FLIP
2021-06-21,SHORT,12:20,12:20,15601.1,15619.9,-18.8,50,-940.0,SIGNAL_FLIP
2021-06-21,LONG,12:25,15:10,15620.1,15744.7,124.6,50,6230.0,TIME_EXIT
2021-06-22,SHORT,12:30,15:10,15847.5,15779.3,68.2,50,3410.0,TIME_EXIT
2021-06-23,LONG,13:55,14:25,15762.8,15726.0,-36.8,50,-1840.0,SIGNAL_FLIP
2021-06-23,SHORT,14:30,15:10,15726.1,15684.6,41.5,50,2075.0,TIME_EXIT
2021-06-24,SHORT,12:05,12:10,15741.2,15764.0,-22.8,50,-1140.0,SIGNAL_FLIP
2021-06-24,LONG,12:15,15:10,15764.0,15794.0,30.0,50,1500.0,TIME_EXIT
2021-06-25,SHORT,10:15,11:05,15796.5,15810.3,-13.8,50,-690.0,SIGNAL_FLIP
2021-06-25,LONG,11:10,15:10,15810.7,15867.0,56.3,50,2815.0,TIME_EXIT
2021-06-28,SHORT,10:25,13:10,15860.2,15842.0,18.2,50,910.0,SIGNAL_FLIP
2021-06-28,LONG,13:15,13:40,15844.0,15829.8,-14.2,50,-710.0,SIGNAL_FLIP
2021-06-28,SHORT,13:45,14:25,15829.9,15836.5,-6.6,50,-330.0,SIGNAL_FLIP
2021-06-28,LONG,14:30,14:35,15836.6,15822.2,-14.4,50,-720.0,SIGNAL_FLIP
2021-06-28,SHORT,14:40,15:10,15822.2,15812.3,9.9,50,495.0,TIME_EXIT
2021-06-29,LONG,13:10,14:05,15775.3,15758.5,-16.8,50,-840.0,SIGNAL_FLIP
2021-06-29,SHORT,14:10,15:10,15758.2,15744.4,13.8,50,690.0,TIME_EXIT
